Uni	Char	STB	Attest	GB	Big5	Uni	Z
\u4E13	专	S	109	yes	no	yes	yes
\u4E14	且	B	28	yes	yes	yes	yes
\u4E15	丕	B	3	yes	yes	yes	yes
\u4E16	世	B	298	yes	yes	yes	yes
\u4E17	丗	B	1	no	no	yes	no
\u4E18	丘	B	63	yes	yes	yes	yes
\u4E19	丙	B	44	yes	yes	yes	yes
\u4E1A	业	S	339	yes	no	yes	yes
\u4E1B	丛	S	20	yes	no	yes	yes
\u4E1C	东	S	409	yes	no	yes	yes
\u4E1D	丝	S	128	yes	no	yes	yes
\u4E1E	丞	B	3	yes	yes	yes	yes
\u4E1F	丟	T	29	no	yes	yes	no
\u4E20	丠	B	1	no	no	yes	no
\u4E21	両	B	1	no	no	yes	no
\u4E22	丢	S	29	yes	no	yes	yes
\u4E23	丣	B	1	no	no	yes	no
\u4E24	两	S	150	yes	no	yes	yes
\u4E25	严	S	83	yes	no	yes	yes
\u4E26	並	T	50	no	yes	yes	no
\u4E27	丧	S	73	yes	no	yes	yes
\u4E28	丨	B	2	yes	no	yes	yes
\u4E29	丩	B	1	no	no	yes	no
\u4E2A	个	S	121	yes	no	yes	yes
\u4E2B	丫	B	13	yes	yes	yes	yes
\u4E2C	丬	S	1	yes	no	yes	yes
\u4E2D	中	B	893	yes	yes	yes	yes
\u4E2E	丮	B	1	no	yes	yes	no
\u4E2F	丯	U	0	no	no	yes	no
\u4E30	丰	B	108	yes	yes	yes	yes
\u4E31	丱	B	2	no	yes	yes	no
\u4E32	串	B	37	yes	yes	yes	yes
\u4E33	丳	B	1	no	yes	yes	no
\u4E34	临	S	167	yes	no	yes	yes
\u4E35	丵	B	1	no	no	yes	no
\u4E36	丶	B	1	yes	no	yes	yes
\u4E37	丷	B	2	no	no	yes	no
\u4E38	丸	B	26	yes	yes	yes	yes
\u4E39	丹	B	122	yes	yes	yes	yes
\u4E3A	为	S	273	yes	no	yes	yes
\u4E3B	主	B	457	yes	yes	yes	yes
\u4E3C	丼	B	1	no	yes	yes	no
\u4E3D	丽	S	106	yes	no	yes	yes
\u4E3E	举	S	111	yes	no	yes	yes
\u4E3F	丿	B	1	yes	no	yes	yes
\u4E40	乀	B	2	no	no	yes	no
\u4E41	乁	U	0	no	no	yes	no
\u4E42	乂	B	1	no	yes	yes	no
\u4E43	乃	B	22	yes	yes	yes	yes
\u4E44	乄	U	0	no	no	yes	no
\u4E45	久	B	79	yes	yes	yes	yes
\u4E46	乆	B	1	no	no	yes	no
\u4E47	乇	B	2	yes	yes	yes	yes
\u4E48	么	B	55	yes	yes	yes	yes
\u4E49	义	S	407	yes	no	yes	yes
\u4E4A	乊	B	1	no	no	yes	no
\u4E4B	之	B	490	yes	yes	yes	yes
\u4E4C	乌	S	159	yes	no	yes	yes
\u4E4D	乍	B	11	yes	yes	yes	yes
\u4E4E	乎	B	58	yes	yes	yes	yes
\u4E4F	乏	B	22	yes	yes	yes	yes
\u4E50	乐	S	296	yes	no	yes	yes
\u4E51	乑	B	1	no	no	yes	no
\u4E52	乒	B	5	yes	yes	yes	yes
\u4E53	乓	B	5	yes	yes	yes	yes
\u4E54	乔	S	43	yes	no	yes	yes
\u4E55	乕	B	1	no	no	yes	no
\u4E56	乖	B	15	yes	yes	yes	yes
\u4E57	乗	B	1	no	no	yes	no
\u4E58	乘	B	60	yes	yes	yes	yes
\u4E59	乙	B	62	yes	yes	yes	yes
\u4E5A	乚	B	1	no	no	yes	yes
\u4E5B	乛	B	1	no	no	yes	yes
\u4E5C	乜	B	3	yes	yes	yes	yes
\u4E5D	九	B	103	yes	yes	yes	yes
\u4E5E	乞	B	20	yes	yes	yes	yes
\u4E5F	也	B	26	yes	yes	yes	yes
\u4E60	习	S	79	yes	no	yes	yes
\u4E61	乡	S	360	yes	no	yes	yes
\u4E62	乢	B	1	no	no	yes	no
\u4E63	乣	B	1	no	no	yes	no
\u4E64	乤	B	1	no	no	yes	no
\u4E65	乥	B	1	no	no	yes	no
\u4E66	书	S	338	yes	no	yes	yes
\u4E67	乧	B	1	no	no	yes	no
\u4E68	乨	B	1	no	no	yes	no
\u4E69	乩	B	4	yes	yes	yes	yes
\u4E6A	乪	B	1	no	no	yes	no
\u4E6B	乫	B	1	no	no	yes	no
\u4E6C	乬	U	0	no	no	yes	no
\u4E6D	乭	B	1	no	no	yes	no
\u4E6E	乮	U	0	no	no	yes	no
\u4E6F	乯	U	0	no	no	yes	no
\u4E70	买	S	56	yes	no	yes	yes
\u4E71	乱	S	139	yes	no	yes	yes
\u4E72	乲	U	0	no	no	yes	no
\u4E73	乳	B	95	yes	yes	yes	yes
\u4E74	乴	B	1	no	no	yes	no
\u4E75	乵	B	1	no	no	yes	no
\u4E76	乶	B	2	no	no	yes	no
\u4E77	乷	B	1	no	no	yes	no
\u4E78	乸	B	1	no	no	yes	no
\u4E79	乹	T	2	no	no	yes	no
\u4E7A	乺	B	1	no	no	yes	no
\u4E7B	乻	U	0	no	no	yes	no
\u4E7C	乼	B	1	no	no	yes	no
\u4E7D	乽	U	0	no	no	yes	no
\u4E7E	乾	B	119	yes	yes	yes	yes
\u4E7F	乿	B	2	no	yes	yes	no
\u4E80	亀	B	1	no	no	yes	no
\u4E81	亁	T	2	no	no	yes	no
\u4E82	亂	T	139	no	yes	yes	no
\u4E83	亃	B	1	no	yes	yes	no
\u4E84	亄	B	1	no	yes	yes	no
\u4E85	亅	B	1	no	no	yes	yes
\u4E86	了	B	134	yes	yes	yes	yes
\u4E87	亇	B	1	no	no	yes	no
\u4E88	予	B	22	yes	yes	yes	yes
\u4E89	争	S	130	yes	no	yes	yes
\u4E8A	亊	U	0	no	no	yes	no
\u4E8B	事	B	520	yes	yes	yes	yes
\u4E8C	二	B	326	yes	yes	yes	yes
\u4E8D	亍	B	2	yes	yes	yes	yes
\u4E8E	于	B	181	yes	yes	yes	yes
\u4E8F	亏	S	39	yes	no	yes	yes
\u4E90	亐	B	1	no	no	yes	no
\u4E91	云	B	189	yes	yes	yes	yes
\u4E92	互	B	62	yes	yes	yes	yes
\u4E93	亓	B	2	yes	yes	yes	yes
\u4E94	五	B	229	yes	yes	yes	yes
\u4E95	井	B	82	yes	yes	yes	yes
\u4E96	亖	B	1	no	no	yes	no
\u4E97	亗	U	0	no	no	yes	no
\u4E98	亘	S	7	yes	no	yes	yes
\u4E99	亙	T	7	no	yes	yes	no
\u4E9A	亚	S	485	yes	no	yes	yes
\u4E9B	些	B	17	yes	yes	yes	yes
\u4E9C	亜	B	1	no	no	yes	no
\u4E9D	亝	B	2	no	no	yes	no
\u4E9E	亞	T	485	no	yes	yes	no
\u4E9F	亟	B	3	yes	yes	yes	yes
\u4EA0	亠	B	1	yes	no	yes	yes
\u4EA1	亡	B	69	yes	yes	yes	yes
\u4EA2	亢	B	11	yes	yes	yes	yes
\u4EA3	亣	U	0	no	no	yes	no
\u4EA4	交	B	329	yes	yes	yes	yes
\u4EA5	亥	B	11	yes	yes	yes	yes
\u4EA6	亦	B	12	yes	yes	yes	yes
\u4EA7	产	S	247	yes	no	yes	yes
\u4EA8	亨	B	26	yes	yes	yes	yes
\u4EA9	亩	S	8	yes	no	yes	yes
\u4EAA	亪	B	1	no	no	yes	no
\u4EAB	享	B	28	yes	yes	yes	yes
\u4EAC	京	B	117	yes	yes	yes	yes
\u4EAD	亭	B	39	yes	yes	yes	yes
\u4EAE	亮	B	77	yes	yes	yes	yes
\u4EAF	亯	T	1	no	no	yes	no
\u4EB0	亰	U	0	no	no	yes	no
\u4EB1	亱	T	1	no	no	yes	no
\u4EB2	亲	S	156	yes	no	yes	yes
\u4EB3	亳	B	3	yes	yes	yes	yes
\u4EB4	亴	U	0	no	no	yes	no
\u4EB5	亵	S	11	yes	no	yes	yes
\u4EB6	亶	B	2	no	yes	yes	no
\u4EB7	亷	T	1	no	no	yes	no
\u4EB8	亸	S	1	no	no	yes	no
\u4EB9	亹	B	6	no	yes	yes	no
\u4EBA	人	B	1511	yes	yes	yes	yes
\u4EBB	亻	B	1	yes	no	yes	yes
\u4EBC	亼	B	1	no	no	yes	no
\u4EBD	亽	B	2	no	no	yes	no
\u4EBE	亾	T	1	no	no	yes	no
\u4EBF	亿	S	13	yes	no	yes	yes
\u4EC0	什	B	89	yes	yes	yes	yes
\u4EC1	仁	B	133	yes	yes	yes	yes
\u4EC2	仂	B	2	yes	yes	yes	yes
\u4EC3	仃	B	3	yes	yes	yes	yes
\u4EC4	仄	B	5	yes	yes	yes	yes
\u4EC5	仅	S	13	yes	no	yes	yes
\u4EC6	仆	B	20	yes	yes	yes	yes
\u4EC7	仇	B	39	yes	yes	yes	yes
\u4EC8	仈	B	1	no	yes	yes	no
\u4EC9	仉	B	2	yes	yes	yes	yes
\u4ECA	今	B	61	yes	yes	yes	yes
\u4ECB	介	B	58	yes	yes	yes	yes
\u4ECC	仌	B	1	no	no	yes	no
\u4ECD	仍	B	4	yes	yes	yes	yes
\u4ECE	从	S	108	yes	no	yes	yes
\u4ECF	仏	B	1	no	no	yes	no
\u4ED0	仐	U	0	no	no	yes	no
\u4ED1	仑	S	29	yes	no	yes	yes
\u4ED2	仒	B	1	no	no	yes	no
\u4ED3	仓	S	42	yes	no	yes	yes
\u4ED4	仔	B	30	yes	yes	yes	yes
\u4ED5	仕	B	8	yes	yes	yes	yes
\u4ED6	他	B	59	yes	yes	yes	yes
\u4ED7	仗	B	33	yes	yes	yes	yes
\u4ED8	付	B	69	yes	yes	yes	yes
\u4ED9	仙	B	88	yes	yes	yes	yes
\u4EDA	仚	B	1	no	yes	yes	no
\u4EDB	仛	U	0	no	no	yes	no
\u4EDC	仜	U	0	no	yes	yes	no
\u4EDD	仝	T	1	yes	yes	yes	yes
\u4EDE	仞	B	1	yes	yes	yes	yes
\u4EDF	仟	B	2	yes	yes	yes	yes
\u4EE0	仠	U	0	no	no	yes	no
\u4EE1	仡	B	5	yes	yes	yes	yes
\u4EE2	仢	U	0	no	no	yes	no
\u4EE3	代	B	289	yes	yes	yes	yes
\u4EE4	令	B	136	yes	yes	yes	yes
\u4EE5	以	B	266	yes	yes	yes	yes
\u4EE6	仦	U	0	no	no	yes	no
\u4EE7	仧	U	0	no	no	yes	no
\u4EE8	仨	B	1	yes	yes	yes	yes
\u4EE9	仩	U	0	no	yes	yes	no
\u4EEA	仪	S	82	yes	no	yes	yes
\u4EEB	仫	B	4	yes	no	yes	yes
\u4EEC	们	S	24	yes	no	yes	yes
\u4EED	仭	U	0	no	no	yes	no
\u4EEE	仮	B	1	no	no	yes	no
\u4EEF	仯	U	0	no	no	yes	no
\u4EF0	仰	B	39	yes	yes	yes	yes
\u4EF1	仱	U	0	no	yes	yes	no
\u4EF2	仲	B	23	yes	yes	yes	yes
\u4EF3	仳	B	1	yes	yes	yes	yes
\u4EF4	仴	U	0	no	yes	yes	no
\u4EF5	仵	B	4	yes	yes	yes	yes
\u4EF6	件	B	142	yes	yes	yes	yes
\u4EF7	价	S	163	yes	yes	yes	yes
\u4EF8	仸	U	0	no	no	yes	no
\u4EF9	仹	U	0	no	no	yes	no
\u4EFA	仺	U	0	no	no	yes	no
\u4EFB	任	B	142	yes	yes	yes	yes
\u4EFC	仼	U	0	no	no	yes	no
\u4EFD	份	B	78	yes	yes	yes	yes
\u4EFE	仾	U	0	no	no	yes	no
\u4EFF	仿	B	34	yes	yes	yes	yes
\u4F00	伀	B	1	no	yes	yes	no
\u4F01	企	B	52	yes	yes	yes	yes
\u4F02	伂	U	0	no	yes	yes	no
\u4F03	伃	U	0	no	no	yes	no
\u4F04	伄	B	2	no	yes	yes	no
\u4F05	伅	U	0	no	yes	yes	no
\u4F06	伆	U	0	no	no	yes	no
\u4F07	伇	B	1	no	no	yes	no
\u4F08	伈	B	1	no	yes	yes	no
\u4F09	伉	B	3	yes	yes	yes	yes
\u4F0A	伊	B	145	yes	yes	yes	yes
\u4F0B	伋	B	1	no	yes	yes	no
\u4F0C	伌	U	0	no	no	yes	no
\u4F0D	伍	B	22	yes	yes	yes	yes
\u4F0E	伎	B	7	yes	yes	yes	yes
\u4F0F	伏	B	88	yes	yes	yes	yes
\u4F10	伐	B	30	yes	yes	yes	yes
\u4F11	休	B	65	yes	yes	yes	yes
\u4F12	伒	U	0	no	yes	yes	no
\u4F13	伓	U	0	no	yes	yes	no
\u4F14	伔	U	0	no	yes	yes	no
\u4F15	伕	B	3	no	yes	yes	no
\u4F16	伖	U	0	no	no	yes	no
\u4F17	众	S	104	yes	no	yes	yes
\u4F18	优	S	62	yes	yes	yes	yes
\u4F19	伙	B	36	yes	yes	yes	yes
\u4F1A	会	S	617	yes	no	yes	yes
\u4F1B	伛	S	1	yes	no	yes	yes
\u4F1C	伜	B	1	no	no	yes	no
\u4F1D	伝	B	2	no	yes	yes	no
\u4F1E	伞	S	23	yes	no	yes	yes
\u4F1F	伟	S	27	yes	no	yes	yes
\u4F20	传	S	298	yes	no	yes	yes
\u4F21	伡	U	0	no	no	yes	no
\u4F22	伢	B	3	yes	yes	yes	yes
\u4F23	伣	S	1	no	no	yes	no
\u4F24	伤	S	148	yes	no	yes	yes
\u4F25	伥	S	3	yes	no	yes	yes
\u4F26	伦	S	100	yes	no	yes	yes
\u4F27	伧	S	2	yes	no	yes	yes
\u4F28	伨	U	0	no	no	yes	no
\u4F29	伩	U	0	no	no	yes	no
\u4F2A	伪	S	29	yes	no	yes	yes
\u4F2B	伫	S	4	yes	no	yes	yes
\u4F2C	伬	U	0	no	yes	yes	no
\u4F2D	伭	U	0	no	yes	yes	no
\u4F2E	伮	U	0	no	no	yes	no
\u4F2F	伯	B	171	yes	yes	yes	yes
\u4F30	估	B	28	yes	yes	yes	yes
\u4F31	伱	B	1	no	no	yes	no
\u4F32	伲	B	2	yes	no	yes	yes
\u4F33	伳	U	0	no	yes	yes	no
\u4F34	伴	B	53	yes	yes	yes	yes
\u4F35	伵	U	0	no	no	yes	no
\u4F36	伶	B	15	yes	yes	yes	yes
\u4F37	伷	U	0	no	no	yes	no
\u4F38	伸	B	24	yes	yes	yes	yes
\u4F39	伹	B	1	no	no	yes	no
\u4F3A	伺	B	9	yes	yes	yes	yes
\u4F3B	伻	B	1	no	yes	yes	no
\u4F3C	似	B	48	yes	yes	yes	yes
\u4F3D	伽	B	29	yes	yes	yes	yes
\u4F3E	伾	B	2	no	yes	yes	no
\u4F3F	伿	U	0	no	yes	yes	no
\u4F40	佀	T	1	no	no	yes	no
\u4F41	佁	U	0	no	yes	yes	no
\u4F42	佂	U	0	no	no	yes	no
\u4F43	佃	B	5	yes	yes	yes	yes
\u4F44	佄	U	0	no	no	yes	no
\u4F45	佅	U	0	no	no	yes	no
\u4F46	但	B	18	yes	yes	yes	yes
\u4F47	佇	T	3	no	yes	yes	no
\u4F48	佈	T	40	no	yes	yes	no
\u4F49	佉	B	3	no	yes	yes	no
\u4F4A	佊	U	0	no	no	yes	no
\u4F4B	佋	U	0	no	no	yes	no
\u4F4C	佌	B	1	no	yes	yes	no
\u4F4D	位	B	216	yes	yes	yes	yes
\u4F4E	低	B	129	yes	yes	yes	yes
\u4F4F	住	B	119	yes	yes	yes	yes
\u4F50	佐	B	17	yes	yes	yes	yes
\u4F51	佑	B	7	yes	yes	yes	yes
\u4F52	佒	U	0	no	yes	yes	no
\u4F53	体	S	560	yes	yes	yes	yes
\u4F54	佔	T	29	no	yes	yes	no
\u4F55	何	B	115	yes	yes	yes	yes
\u4F56	佖	U	0	no	yes	yes	no
\u4F57	佗	B	2	yes	yes	yes	yes
\u4F58	佘	B	1	yes	yes	yes	yes
\u4F59	余	B	131	yes	yes	yes	yes
\u4F5A	佚	B	4	yes	yes	yes	yes
\u4F5B	佛	B	128	yes	yes	yes	yes
\u4F5C	作	B	374	yes	yes	yes	yes
\u4F5D	佝	B	5	yes	yes	yes	yes
\u4F5E	佞	B	4	yes	yes	yes	yes
\u4F5F	佟	B	2	yes	yes	yes	yes
\u4F60	你	B	25	yes	yes	yes	yes
\u4F61	佡	B	1	no	yes	yes	no
\u4F62	佢	B	1	no	yes	yes	no
\u4F63	佣	B	17	yes	yes	yes	yes
\u4F64	佤	B	9	yes	yes	yes	yes
\u4F65	佥	S	1	yes	no	yes	yes
\u4F66	佦	U	0	no	no	yes	no
\u4F67	佧	B	2	yes	yes	yes	yes
\u4F68	佨	U	0	no	no	yes	no
\u4F69	佩	B	39	yes	yes	yes	yes
\u4F6A	佪	B	1	no	yes	yes	no
\u4F6B	佫	B	1	no	yes	yes	no
\u4F6C	佬	B	21	yes	yes	yes	yes
\u4F6D	佭	U	0	no	no	yes	no
\u4F6E	佮	U	0	no	yes	yes	no
\u4F6F	佯	B	6	yes	yes	yes	yes
\u4F70	佰	B	2	yes	yes	yes	yes
\u4F71	佱	B	1	no	no	yes	no
\u4F72	佲	U	0	no	no	yes	no
\u4F73	佳	B	59	yes	yes	yes	yes
\u4F74	佴	B	1	yes	yes	yes	yes
\u4F75	併	T	20	no	yes	yes	no
\u4F76	佶	B	1	yes	yes	yes	yes
\u4F77	佷	B	1	no	yes	yes	no
\u4F78	佸	B	1	no	yes	yes	no
\u4F79	佹	B	1	no	yes	yes	no
\u4F7A	佺	B	1	no	yes	yes	no
\u4F7B	佻	B	2	yes	yes	yes	yes
\u4F7C	佼	B	3	yes	yes	yes	yes
\u4F7D	佽	B	2	no	yes	yes	no
\u4F7E	佾	B	1	yes	yes	yes	yes
\u4F7F	使	B	111	yes	yes	yes	yes
\u4F80	侀	B	1	no	yes	yes	no
\u4F81	侁	B	1	no	yes	yes	no
\u4F82	侂	B	1	no	yes	yes	no
\u4F83	侃	B	12	yes	yes	yes	yes
\u4F84	侄	B	12	yes	yes	yes	yes
\u4F85	侅	B	1	no	yes	yes	no
\u4F86	來	T	344	no	yes	yes	no
\u4F87	侇	B	1	no	yes	yes	no
\u4F88	侈	B	8	yes	yes	yes	yes
\u4F89	侉	B	2	yes	yes	yes	yes
\u4F8A	侊	U	0	no	no	yes	no
\u4F8B	例	B	60	yes	yes	yes	yes
\u4F8C	侌	B	1	no	no	yes	no
\u4F8D	侍	B	18	yes	yes	yes	yes
\u4F8E	侎	U	0	no	no	yes	no
\u4F8F	侏	B	7	yes	yes	yes	yes
\u4F90	侐	B	1	no	yes	yes	no
\u4F91	侑	B	1	yes	yes	yes	yes
\u4F92	侒	U	0	no	yes	yes	no
\u4F93	侓	U	0	no	no	yes	no
\u4F94	侔	B	1	yes	yes	yes	yes
\u4F95	侕	U	0	no	yes	yes	no
\u4F96	侖	T	11	no	yes	yes	no
\u4F97	侗	B	13	yes	yes	yes	yes
\u4F98	侘	B	1	no	yes	yes	no
\u4F99	侙	U	0	no	no	yes	no
\u4F9A	侚	B	1	no	yes	yes	no
\u4F9B	供	B	68	yes	yes	yes	yes
\u4F9C	侜	B	1	no	yes	yes	no
\u4F9D	依	B	76	yes	yes	yes	yes
\u4F9E	侞	U	0	no	yes	yes	no
\u4F9F	侟	U	0	no	no	yes	no
\u4FA0	侠	S	23	yes	no	yes	yes
\u4FA1	価	B	1	no	no	yes	no
\u4FA2	侢	B	1	no	no	yes	no
\u4FA3	侣	S	12	yes	no	yes	yes
\u4FA4	侤	U	0	no	no	yes	no
\u4FA5	侥	S	4	yes	no	yes	yes
\u4FA6	侦	S	23	yes	no	yes	yes
\u4FA7	侧	S	53	yes	no	yes	yes
\u4FA8	侨	S	14	yes	no	yes	yes
\u4FA9	侩	S	3	yes	no	yes	yes
\u4FAA	侪	S	8	yes	no	yes	yes
\u4FAB	侫	U	0	no	no	yes	no
\u4FAC	侬	S	5	yes	no	yes	yes
\u4FAD	侭	U	0	no	no	yes	no
\u4FAE	侮	B	9	yes	yes	yes	yes
\u4FAF	侯	B	24	yes	yes	yes	yes
\u4FB0	侰	U	0	no	no	yes	no
\u4FB1	侱	U	0	no	no	yes	no
\u4FB2	侲	U	0	no	yes	yes	no
\u4FB3	侳	U	0	no	yes	yes	no
\u4FB4	侴	U	0	no	no	yes	no
\u4FB5	侵	B	33	yes	yes	yes	yes
\u4FB6	侶	T	12	no	yes	yes	no
\u4FB7	侷	T	4	no	yes	yes	no
\u4FB8	侸	U	0	no	no	yes	no
\u4FB9	侹	U	0	no	yes	yes	no
\u4FBA	侺	U	0	no	yes	yes	no
\u4FBB	侻	U	0	no	yes	yes	no
\u4FBC	侼	U	0	no	no	yes	no
\u4FBD	侽	B	1	no	no	yes	no
\u4FBE	侾	U	0	no	no	yes	no
\u4FBF	便	B	111	yes	yes	yes	yes
\u4FC0	俀	U	0	no	yes	yes	no
\u4FC1	俁	T	3	no	yes	yes	no
\u4FC2	係	T	62	no	yes	yes	no
\u4FC3	促	B	34	yes	yes	yes	yes
\u4FC4	俄	B	58	yes	yes	yes	yes
\u4FC5	俅	B	1	yes	yes	yes	yes
\u4FC6	俆	U	0	no	no	yes	no
\u4FC7	俇	U	0	no	yes	yes	no
\u4FC8	俈	U	0	no	no	yes	no
\u4FC9	俉	B	2	no	yes	yes	no
\u4FCA	俊	B	23	yes	yes	yes	yes
\u4FCB	俋	U	0	no	yes	yes	no
\u4FCC	俌	U	0	no	no	yes	no
\u4FCD	俍	U	0	no	yes	yes	no
\u4FCE	俎	B	5	yes	yes	yes	yes
\u4FCF	俏	B	11	yes	yes	yes	yes
\u4FD0	俐	B	10	yes	yes	yes	yes
\u4FD1	俑	B	5	yes	yes	yes	yes
\u4FD2	俒	U	0	no	no	yes	no
\u4FD3	俓	B	1	no	yes	yes	no
\u4FD4	俔	T	1	no	yes	yes	no
\u4FD5	俕	U	0	no	no	yes	no
\u4FD6	俖	U	0	no	yes	yes	no
\u4FD7	俗	B	73	yes	yes	yes	yes
\u4FD8	俘	B	7	yes	yes	yes	yes
\u4FD9	俙	U	0	no	yes	yes	no
\u4FDA	俚	B	7	yes	yes	yes	yes
\u4FDB	俛	B	2	no	yes	yes	no
\u4FDC	俜	B	2	yes	yes	yes	yes
\u4FDD	保	B	267	yes	yes	yes	yes
\u4FDE	俞	B	6	yes	yes	yes	yes
\u4FDF	俟	B	6	yes	yes	yes	yes
\u4FE0	俠	T	23	no	yes	yes	no
\u4FE1	信	B	291	yes	yes	yes	yes
\u4FE2	俢	U	0	no	no	yes	no
\u4FE3	俣	S	3	yes	no	yes	yes
\u4FE4	俤	B	1	no	no	yes	no
\u4FE5	俥	U	0	no	no	yes	no
\u4FE6	俦	S	1	yes	no	yes	yes
\u4FE7	俧	U	0	no	no	yes	no
\u4FE8	俨	S	3	yes	no	yes	yes
\u4FE9	俩	S	5	yes	no	yes	yes
\u4FEA	俪	S	5	yes	no	yes	yes
\u4FEB	俫	U	0	no	no	yes	no
\u4FEC	俬	U	0	no	yes	yes	no
\u4FED	俭	S	42	yes	no	yes	yes
\u4FEE	修	B	138	yes	yes	yes	yes
\u4FEF	俯	B	22	yes	yes	yes	yes
\u4FF0	俰	U	0	no	no	yes	no
\u4FF1	俱	B	32	yes	yes	yes	yes
\u4FF2	俲	T	1	no	no	yes	no
\u4FF3	俳	B	2	yes	yes	yes	yes
\u4FF4	俴	B	1	no	yes	yes	no
\u4FF5	俵	B	1	no	yes	yes	no
\u4FF6	俶	B	1	no	yes	yes	no
\u4FF7	俷	B	1	no	yes	yes	no
\u4FF8	俸	B	26	yes	yes	yes	yes
\u4FF9	俹	U	0	no	no	yes	no
\u4FFA	俺	B	1	yes	yes	yes	yes
\u4FFB	俻	T	1	no	no	yes	no
\u4FFC	俼	U	0	no	no	yes	no
\u4FFD	俽	U	0	no	no	yes	no
\u4FFE	俾	B	9	yes	yes	yes	yes
\u4FFF	俿	U	0	no	no	yes	no
\u5000	倀	T	3	no	yes	yes	no
\u5001	倁	U	0	no	no	yes	no
\u5002	倂	B	1	no	no	yes	no
\u5003	倃	B	1	no	no	yes	no
\u5004	倄	U	0	no	no	yes	no
\u5005	倅	B	1	no	yes	yes	no
\u5006	倆	T	5	no	yes	yes	no
\u5007	倇	U	0	no	yes	yes	no
\u5008	倈	U	0	no	no	yes	no
\u5009	倉	T	42	no	yes	yes	no
\u500A	倊	U	0	no	no	yes	no
\u500B	個	T	120	no	yes	yes	no
\u500C	倌	B	3	yes	yes	yes	yes
\u500D	倍	B	42	yes	yes	yes	yes
\u500E	倎	U	0	no	yes	yes	no
\u500F	倏	B	6	yes	yes	yes	yes
\u5010	倐	T	1	no	no	yes	no
\u5011	們	T	24	no	yes	yes	no
\u5012	倒	B	179	yes	yes	yes	yes
\u5013	倓	B	1	no	yes	yes	no
\u5014	倔	B	2	yes	yes	yes	yes
\u5015	倕	U	0	no	yes	yes	no
\u5016	倖	T	5	no	yes	yes	no
\u5017	倗	U	0	no	yes	yes	no
\u5018	倘	B	7	yes	yes	yes	yes
\u5019	候	B	75	yes	yes	yes	yes
\u501A	倚	B	12	yes	yes	yes	yes
\u501B	倛	U	0	no	yes	yes	no
\u501C	倜	B	2	yes	yes	yes	yes
\u501D	倝	B	1	no	no	yes	no
\u501E	倞	B	2	no	yes	yes	no
\u501F	借	B	83	yes	yes	yes	yes
\u5020	倠	U	0	no	yes	yes	no
\u5021	倡	B	16	yes	yes	yes	yes
\u5022	倢	B	1	no	yes	yes	no
\u5023	倣	T	1	no	yes	yes	no
\u5024	値	B	1	no	no	yes	no
\u5025	倥	B	5	yes	yes	yes	yes
\u5026	倦	B	15	yes	yes	yes	yes
\u5027	倧	U	0	no	yes	yes	no
\u5028	倨	B	2	yes	yes	yes	yes
\u5029	倩	B	6	yes	yes	yes	yes
\u502A	倪	B	12	yes	yes	yes	yes
\u502B	倫	T	100	no	yes	yes	no
\u502C	倬	B	1	yes	yes	yes	yes
\u502D	倭	B	8	yes	yes	yes	yes
\u502E	倮	B	1	yes	no	yes	yes
\u502F	倯	U	0	no	yes	yes	no
\u5030	倰	U	0	no	yes	yes	no
\u5031	倱	U	0	no	yes	yes	no
\u5032	倲	U	0	no	no	yes	no
\u5033	倳	U	0	no	yes	yes	no
\u5034	倴	U	0	no	no	yes	no
\u5035	倵	B	1	no	yes	yes	no
\u5036	倶	B	1	no	no	yes	no
\u5037	倷	B	1	no	yes	yes	no
\u5038	倸	T	1	no	no	yes	no
\u5039	倹	B	1	no	no	yes	no
\u503A	债	S	55	yes	no	yes	yes
\u503B	倻	B	3	no	no	yes	no
\u503C	值	B	114	yes	yes	yes	yes
\u503D	倽	B	1	no	no	yes	no
\u503E	倾	S	64	yes	no	yes	yes
\u503F	倿	U	0	no	no	yes	no
\u5040	偀	U	0	no	yes	yes	no
\u5041	偁	B	3	no	yes	yes	no
\u5042	偂	U	0	no	no	yes	no
\u5043	偃	B	5	yes	yes	yes	yes
\u5044	偄	U	0	no	no	yes	no
\u5045	偅	U	0	no	yes	yes	no
\u5046	偆	U	0	no	yes	yes	no
\u5047	假	B	152	yes	yes	yes	yes
\u5048	偈	B	2	yes	yes	yes	yes
\u5049	偉	T	27	no	yes	yes	no
\u504A	偊	U	0	no	yes	yes	no
\u504B	偋	U	0	no	yes	yes	no
\u504C	偌	B	2	yes	yes	yes	yes
\u504D	偍	U	0	no	yes	yes	no
\u504E	偎	B	3	yes	yes	yes	yes
\u504F	偏	B	98	yes	yes	yes	yes
\u5050	偐	U	0	no	no	yes	no
\u5051	偑	U	0	no	yes	yes	no
\u5052	偒	U	0	no	no	yes	no
\u5053	偓	B	1	no	yes	yes	no
\u5054	偔	U	0	no	no	yes	no
\u5055	偕	B	5	yes	yes	yes	yes
\u5056	偖	U	0	no	no	yes	no
\u5057	偗	U	0	no	yes	yes	no
\u5058	偘	T	1	no	no	yes	no
\u5059	偙	U	0	no	no	yes	no
\u505A	做	B	116	yes	yes	yes	yes
\u505B	偛	U	0	no	yes	yes	no
\u505C	停	B	65	yes	yes	yes	yes
\u505D	偝	B	1	no	yes	yes	no
